soc_code,occupation_title,task_complexity_index,avg_skill_level,avg_task_importance
17-2051,U.S.,1.1758375973116644,3.121142857142857,3.661153846153846
17-2051,U.S.,1.140962882781366,3.0285714285714285,3.661153846153846
17-2051,U.S.,1.1999485110610064,3.185142857142857,3.661153846153846
17-2051,U.S.,1.2043719480815975,3.121142857142857,3.75
17-2051,U.S.,1.1686509199620043,3.0285714285714285,3.75
17-2051,U.S.,1.229067967522304,3.185142857142857,3.75
17-2060,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2061,U.S.,1.129162376876623,3.0308571428571427,3.6205555555555557
17-2070,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2071,U.S.,1.1203348551094159,2.9997142857142856,3.6295454545454544
17-2072,U.S.,1.1400096232155754,3.318,3.339
17-2072,U.S.,1.0393887790068468,3.025142857142857,3.339
17-2072,U.S.,1.2855368859746363,3.318,3.765238095238095
17-2072,U.S.,1.172071346654564,3.025142857142857,3.765238095238095
17-2080,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2081,U.S.,1.0971766250767496,2.8394285714285714,3.7551724137931037
17-2110,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2111,U.S.,1.0575607804318463,2.6717142857142857,3.8468
17-2111,U.S.,1.1892045349418099,3.0042857142857144,3.8468
17-2111,U.S.,1.0639389155327144,2.6717142857142857,3.87
17-2111,U.S.,1.1963766117876689,3.0042857142857144,3.87
17-2112,U.S.,0.9965090363519135,2.7391428571428573,3.5355
17-2112,U.S.,1.099621267921862,3.0225714285714282,3.5355
17-2112,U.S.,1.0272763957719788,2.823714285714286,3.5355
17-2112,U.S.,1.3900401943396408,3.8208571428571427,3.5355
17-2112,U.S.,1.1314431439797352,2.7391428571428573,4.014230769230769
17-2112,U.S.,1.2485174736791091,3.0225714285714282,4.014230769230769
17-2112,U.S.,1.1663766133255162,2.823714285714286,4.014230769230769
17-2112,U.S.,1.5782610998686761,3.8208571428571427,4.014230769230769
17-2112,U.S.,1.087032437711935,2.7391428571428573,3.8566666666666665
17-2112,U.S.,1.199511438255404,3.0225714285714282,3.8566666666666665
17-2112,U.S.,1.1205947201321638,2.823714285714286,3.8566666666666665
17-2112,U.S.,1.5163121716409413,3.8208571428571427,3.8566666666666665
17-2112,U.S.,1.0380596064105223,2.7391428571428573,3.682916666666667
17-2112,U.S.,1.1454712189649436,3.0225714285714282,3.682916666666667
17-2112,U.S.,1.0701098456404705,2.823714285714286,3.682916666666667
17-2112,U.S.,1.4479994906151992,3.8208571428571427,3.682916666666667
17-2120,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2121,U.S.,1.1749198973969432,3.0934285714285714,3.6910714285714286
17-2130,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2131,U.S.,1.2405838585876137,3.1922857142857146,3.776666666666667
17-2140,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2141,U.S.,1.258025373317574,3.4462857142857146,3.5475
17-2141,U.S.,1.1820974615471216,3.2382857142857144,3.5475
17-2141,U.S.,1.1628025938582018,3.1854285714285715,3.5475
17-2141,U.S.,1.284826694492497,3.4462857142857146,3.623076923076923
17-2141,U.S.,1.2072811934486787,3.2382857142857144,3.623076923076923
17-2141,U.S.,1.1875752625515543,3.1854285714285715,3.623076923076923
17-2141,U.S.,1.3122472421210292,3.4462857142857146,3.7004
17-2141,U.S.,1.2330467784944241,3.2382857142857144,3.7004
17-2141,U.S.,1.21292028705085,3.1854285714285715,3.7004
17-2150,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2151,U.S.,1.2845752112176063,3.342857142857143,3.7344444444444442
17-2160,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2161,U.S.,1.28942980183914,3.218,3.8939999999999997
17-2170,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2171,U.S.,1.1603090724387801,3.011142857142857,3.744782608695652
17-2190,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2199,U.S.,1.120231545846273,2.918285714285714,3.7304761904761907
17-2199,U.S.,1.2011724975629903,3.129142857142857,3.7304761904761907
17-2199,U.S.,1.235501112586476,3.218571428571429,3.7304761904761907
17-2199,U.S.,1.300977736129674,3.3891428571428572,3.7304761904761907
17-2199,U.S.,1.4477243396486004,3.7714285714285714,3.7304761904761907
17-2199,U.S.,1.323132305569751,3.446857142857143,3.7304761904761907
17-2199,U.S.,1.1159541784791294,2.907142857142857,3.7304761904761907
17-2199,U.S.,1.1296636892712564,2.942857142857143,3.7304761904761907
17-2199,U.S.,1.0819645426790097,2.918285714285714,3.6030434782608696
17-2199,U.S.,1.1601405591756915,3.129142857142857,3.6030434782608696
17-2199,U.S.,1.19329651197171,3.218571428571429,3.6030434782608696
17-2199,U.S.,1.2565364602759364,3.3891428571428572,3.6030434782608696
17-2199,U.S.,1.3982702137617906,3.7714285714285714,3.6030434782608696
17-2199,U.S.,1.2779342317289577,3.446857142857143,3.6030434782608696
17-2199,U.S.,1.0778332897747136,2.907142857142857,3.6030434782608696
17-2199,U.S.,1.0910744849807912,2.942857142857143,3.6030434782608696
17-2199,U.S.,1.0543846959316328,2.918285714285714,3.5112
17-2199,U.S.,1.1305679645431017,3.129142857142857,3.5112
17-2199,U.S.,1.1628787546181558,3.218571428571429,3.5112
17-2199,U.S.,1.2245066832916611,3.3891428571428572,3.5112
17-2199,U.S.,1.3626275686604221,3.7714285714285714,3.5112
17-2199,U.S.,1.2453590142666162,3.446857142857143,3.5112
17-2199,U.S.,1.0503587508424086,2.907142857142857,3.5112
17-2199,U.S.,1.063262421000178,2.942857142857143,3.5112
17-2199,U.S.,0.9946589596109177,2.918285714285714,3.3123076923076926
17-2199,U.S.,1.0665268186468349,3.129142857142857,3.3123076923076926
17-2199,U.S.,1.0970073604872714,3.218571428571429,3.3123076923076926
17-2199,U.S.,1.15514436840657,3.3891428571428572,3.3123076923076926
17-2199,U.S.,1.2854413811302245,3.7714285714285714,3.3123076923076926
17-2199,U.S.,1.174815516814775,3.446857142857143,3.3123076923076926
17-2199,U.S.,0.9908610646212148,2.907142857142857,3.3123076923076926
17-2199,U.S.,1.003033804972827,2.942857142857143,3.3123076923076926
17-2199,U.S.,1.0901844876932287,2.918285714285714,3.6304166666666666
17-2199,U.S.,1.1689544262009244,3.129142857142857,3.6304166666666666
17-2199,U.S.,1.2023622727495813,3.218571428571429,3.6304166666666666
17-2199,U.S.,1.266082670160278,3.3891428571428572,3.6304166666666666
17-2199,U.S.,1.408893209080734,3.7714285714285714,3.6304166666666666
17-2199,U.S.,1.287643005632574,3.446857142857143,3.6304166666666666
17-2199,U.S.,1.0860218486663993,2.907142857142857,3.6304166666666666
17-2199,U.S.,1.0993636404190579,2.942857142857143,3.6304166666666666
17-2199,U.S.,1.0129444225098492,2.918285714285714,3.3731999999999998
17-2199,U.S.,1.0861334751642715,3.129142857142857,3.3731999999999998
17-2199,U.S.,1.1171743606396567,3.218571428571429,3.3731999999999998
17-2199,U.S.,1.1763801390064454,3.3891428571428572,3.3731999999999998
17-2199,U.S.,1.3090724865018613,3.7714285714285714,3.3731999999999998
17-2199,U.S.,1.1964129149362466,3.446857142857143,3.3731999999999998
17-2199,U.S.,1.0090767083451846,2.907142857142857,3.3731999999999998
17-2199,U.S.,1.021473228103725,2.942857142857143,3.3731999999999998
17-2199,U.S.,1.0052269223146333,2.918285714285714,3.3475
17-2199,U.S.,1.0778583564900983,3.129142857142857,3.3475
17-2199,U.S.,1.1086627452393132,3.218571428571429,3.3475
17-2199,U.S.,1.1674174419910104,3.3891428571428572,3.3475
17-2199,U.S.,1.2990988226505933,3.7714285714285714,3.3475
17-2199,U.S.,1.1872975906406635,3.446857142857143,3.3475
17-2199,U.S.,1.0013886757931656,2.907142857142857,3.3475
17-2199,U.S.,1.013690747977357,2.942857142857143,3.3475
17-2199,U.S.,1.1263253801818007,2.918285714285714,3.7507692307692304
17-2199,U.S.,1.2077066343989702,3.129142857142857,3.7507692307692304
17-2199,U.S.,1.242221990184843,3.218571428571429,3.7507692307692304
17-2199,U.S.,1.3080547933930409,3.3891428571428572,3.7507692307692304
17-2199,U.S.,1.4555996689249824,3.7714285714285714,3.7507692307692304
17-2199,U.S.,1.330329879235681,3.446857142857143,3.7507692307692304
17-2199,U.S.,1.1220247447963405,2.907142857142857,3.7507692307692304
17-2199,U.S.,1.1358088325702516,2.942857142857143,3.7507692307692304
17-3000,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3010,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3011,U.S.,0.9596162144498839,2.503142857142857,3.7256
17-3012,U.S.,0.9249122058686661,2.407142857142857,3.7340740740740737
17-3013,U.S.,0.9710798244340377,2.4214285714285713,3.8973333333333335
17-3019,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3020,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3021,U.S.,1.3029179925661345,2.924857142857143,4.329090909090909
17-3022,U.S.,0.9443851914200225,2.368,3.8757142857142854
17-3023,U.S.,1.0383778908726145,2.718571428571429,3.7119230769230773
17-3024,U.S.,1.179644719385554,3.017142857142857,3.799615384615385
17-3024,U.S.,1.2299136704957339,3.1457142857142855,3.799615384615385
17-3024,U.S.,1.1561970701583337,3.017142857142857,3.7240909090909096
17-3024,U.S.,1.2054668316707626,3.1457142857142855,3.7240909090909096
17-3025,U.S.,1.1356716927699875,2.9897142857142858,3.6915384615384617
17-3026,U.S.,1.0387696817194934,2.924857142857143,3.4514285714285715
17-3026,U.S.,0.9777849617123219,2.753142857142857,3.4514285714285715
17-3026,U.S.,1.1523150144067273,2.924857142857143,3.8286956521739133
17-3026,U.S.,1.0846642061954892,2.753142857142857,3.8286956521739133
17-3027,U.S.,1.0603784144221955,2.946857142857143,3.496923076923077
17-3027,U.S.,1.00897360472556,2.804,3.496923076923077
17-3027,U.S.,1.1521125249429798,2.946857142857143,3.7994444444444446
17-3027,U.S.,1.0962606476430485,2.804,3.7994444444444446
17-3028,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3029,U.S.,1.2087461018999315,2.628285714285714,4.469375
17-3029,U.S.,1.3055877017586388,2.838857142857143,4.469375
17-3029,U.S.,0.9785811913391139,2.628285714285714,3.6183333333333336
17-3029,U.S.,1.056982576056684,2.838857142857143,3.6183333333333336
17-3030,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-3031,U.S.,0.8916591589667217,2.2245714285714286,3.895263157894737
19-0000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1010,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1011,U.S.,1.172132144035757,2.8351428571428574,4.017777777777777
19-1012,U.S.,1.0865457467134272,2.8002857142857143,3.770769230769231
19-1013,U.S.,1.0220040618549309,2.954,3.3622222222222224
19-1020,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1021,U.S.,1.324659937772303,3.3382857142857145,3.8562499999999997
19-1022,U.S.,1.2332653878265132,3.039142857142857,3.9435714285714285
19-1023,U.S.,0.9817267488152969,2.7060000000000004,3.525714285714286
19-1029,U.S.,1.0676697784696496,2.931428571428571,3.5395000000000003
19-1029,U.S.,1.1993074265948063,3.2928571428571427,3.5395000000000003
19-1029,U.S.,1.0324970313816633,2.834857142857143,3.5395000000000003
19-1029,U.S.,1.0390528984424419,2.8528571428571428,3.5395000000000003
19-1029,U.S.,1.136650331134777,2.931428571428571,3.7681818181818185
19-1029,U.S.,1.2767928914550004,3.2928571428571427,3.7681818181818185
19-1029,U.S.,1.0992051252942747,2.834857142857143,3.7681818181818185
19-1029,U.S.,1.1061845571521198,2.8528571428571428,3.7681818181818185
19-1029,U.S.,1.1285265033760634,2.931428571428571,3.7412500000000004
19-1029,U.S.,1.26766744165781,3.2928571428571427,3.7412500000000004
19-1029,U.S.,1.0913489246098735,2.834857142857143,3.7412500000000004
19-1029,U.S.,1.0982784733148143,2.8528571428571428,3.7412500000000004
19-1029,U.S.,1.107034351457441,2.931428571428571,3.6699999999999995
19-1029,U.S.,1.2435254289032174,3.2928571428571427,3.6699999999999995
19-1029,U.S.,1.0705647987486093,2.834857142857143,3.6699999999999995
19-1029,U.S.,1.077362378099664,2.8528571428571428,3.6699999999999995
19-1030,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1031,U.S.,1.0331644217070328,2.596,3.8676666666666666
19-1031,U.S.,1.1096909081486828,2.7882857142857143,3.8676666666666666
19-1031,U.S.,0.9793798331678047,2.460857142857143,3.8676666666666666
19-1031,U.S.,0.9801950443595389,2.596,3.669375
19-1031,U.S.,1.0527980891376558,2.7882857142857143,3.669375
19-1031,U.S.,0.9291679415660036,2.460857142857143,3.669375
19-1031,U.S.,0.964868540344515,2.596,3.6119999999999997
19-1031,U.S.,1.0363363510039754,2.7882857142857143,3.6119999999999997
19-1031,U.S.,0.9146393064040619,2.460857142857143,3.6119999999999997
19-1032,U.S.,1.0180148916213225,3.0074285714285716,3.2895999999999996
19-1040,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1041,U.S.,1.1555264556304259,2.9205714285714284,3.845
19-1042,U.S.,1.2812517486013766,3.024285714285714,4.117142857142857
19-1090,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-1099,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2010,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2011,U.S.,1.1664996683861861,2.898857142857143,3.9105882352941177
19-2012,U.S.,1.396887709630005,3.442857142857143,3.943
19-2020,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2021,U.S.,1.0114677251162822,2.6114285714285717,3.764074074074074
19-2030,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2031,U.S.,1.2085133823417344,3.0465714285714283,3.855
19-2032,U.S.,1.1723334566108972,2.888857142857143,3.94375
19-2040,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2041,U.S.,1.0612765162550555,2.9882857142857144,3.4513636363636366
19-2041,U.S.,0.8875595838687226,2.499142857142857,3.4513636363636366
19-2041,U.S.,1.0173399323045405,2.8645714285714288,3.4513636363636366
19-2041,U.S.,0.9763459833068309,2.749142857142857,3.4513636363636366
19-2041,U.S.,1.257873543198053,2.9882857142857144,4.090714285714285
19-2041,U.S.,1.0519762771157253,2.499142857142857,4.090714285714285
19-2041,U.S.,1.2057978912040999,2.8645714285714288,4.090714285714285
19-2041,U.S.,1.1572099849557,2.749142857142857,4.090714285714285
19-2041,U.S.,1.1950853883364352,2.9882857142857144,3.8865217391304347
19-2041,U.S.,0.9994657129533223,2.499142857142857,3.8865217391304347
19-2041,U.S.,1.1456091503452623,2.8645714285714288,3.8865217391304347
19-2041,U.S.,1.0994465633973782,2.749142857142857,3.8865217391304347
19-2041,U.S.,1.0663597443857593,2.9882857142857144,3.4678947368421054
19-2041,U.S.,0.8918107547702683,2.499142857142857,3.4678947368421054
19-2041,U.S.,1.022212716054271,2.8645714285714288,3.4678947368421054
19-2041,U.S.,0.981022417102952,2.749142857142857,3.4678947368421054
19-2042,U.S.,1.0027810884517727,2.6848571428571426,3.6296875
19-2043,U.S.,1.1137072159103205,3.060857142857143,3.536
19-2090,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-2099,U.S.,1.1358208941182077,2.857142857142857,3.8633333333333333
19-3000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3010,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3011,U.S.,0.9688108146478733,2.474857142857143,3.8042857142857143
19-3011,U.S.,1.0288721639281673,2.628285714285714,3.8042857142857143
19-3011,U.S.,0.910929552683744,2.474857142857143,3.5770000000000004
19-3011,U.S.,0.9674025577392936,2.628285714285714,3.5770000000000004
19-3020,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3022,U.S.,1.1427531194502556,2.556285714285714,4.344375
19-3030,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3032,U.S.,1.223008622752388,3.0428571428571427,3.906
19-3033,U.S.,0.9711740221081901,2.429142857142857,3.8853333333333335
19-3034,U.S.,1.007657259754111,2.446857142857143,4.002105263157895
19-3039,U.S.,1.2469349495871924,2.858,4.24
19-3039,U.S.,1.1382348320184599,2.608857142857143,4.24
19-3039,U.S.,1.2905580669273102,2.858,4.388333333333333
19-3039,U.S.,1.1780551543650173,2.608857142857143,4.388333333333333
19-3040,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3041,U.S.,1.0200062061488855,2.543428571428571,3.8973333333333335
19-3050,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3051,U.S.,1.1623116560243674,2.7497142857142856,4.1078947368421055
19-3090,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-3091,U.S.,0.958839781398676,2.5145714285714287,3.7056666666666667
19-3092,U.S.,0.9796126911511106,2.4594285714285715,3.8708333333333336
19-3093,U.S.,0.8362088982636446,2.182285714285714,3.723809523809524
19-3094,U.S.,0.9054095177383724,2.4465714285714286,3.5964285714285715
19-3099,U.S.,1.060856176105982,2.688285714285714,3.8350000000000004
19-4000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4010,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4012,U.S.,0.8956440690510112,2.4105714285714286,3.6107692307692307
19-4012,U.S.,1.0298261365252885,2.771714285714286,3.6107692307692307
19-4012,U.S.,0.9367194293855349,2.4105714285714286,3.7763636363636364
19-4012,U.S.,1.0770552547669874,2.771714285714286,3.7763636363636364
19-4013,U.S.,0.9829466660256152,2.2997142857142854,4.15375
19-4020,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4021,U.S.,1.0670802388290934,2.6351428571428572,3.935294117647059
19-4030,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4031,U.S.,1.1812084048472562,2.874285714285714,3.99375
19-4040,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4042,U.S.,0.9880786826155389,2.7457142857142856,3.4972
19-4043,U.S.,0.9017340921059468,2.425142857142857,3.6134782608695653
19-4044,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4050,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4051,U.S.,1.238042434837005,2.816857142857143,4.27125
19-4051,U.S.,1.1235181726835055,2.556285714285714,4.27125
19-4051,U.S.,1.2400351867806991,2.816857142857143,4.278125
19-4051,U.S.,1.125326586482089,2.556285714285714,4.278125
19-4060,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4061,U.S.,1.013524637846595,2.508,3.9272727272727277
19-4070,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4071,U.S.,0.9362337704032241,2.628857142857143,3.461
19-4090,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-4092,U.S.,1.0832230154631577,2.588857142857143,4.06625
19-4099,U.S.,1.0426119352056538,2.632285714285714,3.8492307692307692
19-4099,U.S.,1.1119835965842564,2.8074285714285714,3.8492307692307692
19-4099,U.S.,1.011370155150586,2.632285714285714,3.7338888888888886
19-4099,U.S.,1.078663100456926,2.8074285714285714,3.7338888888888886
19-5000,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-5010,U.S.,1.0777392415304279,2.7573535353535354,3.798442238590591
19-5011,U.S.,1.1235030684216154,2.8568571428571428,3.821818181818182
19-5012,U.S.,0.9236556421786445,2.521142857142857,3.5603846153846153
21-0000,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1000,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1010,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1012,U.S.,0.9242084091368598,2.353142857142857,3.816857142857143
21-1013,U.S.,1.0644487315340416,2.5891428571428574,3.9953333333333334
21-1015,U.S.,1.0214411647843675,2.4131428571428573,4.1135294117647065
21-1018,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1019,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1020,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1021,U.S.,1.1046337975677254,2.581714285714286,4.158095238095238
21-1022,U.S.,1.0731508939608543,2.571714285714286,4.055294117647058
21-1023,U.S.,1.0847506717618824,2.6497142857142855,3.9784615384615383
21-1029,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1090,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-1091,U.S.,0.9731390020550225,2.4777142857142858,3.816875
21-1092,U.S.,1.004115706439884,2.3502857142857145,4.1519047619047615
21-1093,U.S.,0.8496801657103318,2.3645714285714288,3.4921052631578946
21-1094,U.S.,0.9561604151894789,2.492857142857143,3.7275
21-1099,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-2000,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-2010,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-2011,U.S.,1.1166571750325283,2.6002857142857145,4.173333333333334
21-2020,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-2021,U.S.,0.9691366531148997,2.5825714285714287,3.646842105263158
21-2090,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
21-2099,U.S.,1.0111716635787198,2.5022380952380954,3.9271776038181803
23-0000,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-1000,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-1010,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-1011,U.S.,1.1012935425746404,2.621714285714286,4.082272727272727
23-1012,U.S.,0.7609296350038086,2.0468571428571427,3.6127777777777776
23-1020,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-1021,U.S.,1.0729903846580309,2.4185714285714286,4.311428571428571
23-1022,U.S.,0.8830115847067197,2.2254285714285715,3.8560000000000003
23-1023,U.S.,1.1390414426534239,2.5825714285714287,4.286190476190477
23-2000,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-2010,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-2011,U.S.,0.6832912298868561,1.8394285714285712,3.61
23-2090,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
23-2093,U.S.,0.7702646017272944,1.7991428571428572,4.160625
23-2099,U.S.,0.9107504406864699,2.2191020408163267,3.9884706503813647
25-0000,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1000,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1010,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1011,U.S.,1.0104232411651755,2.5108571428571427,3.9108
25-1020,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1021,U.S.,1.136049596144396,2.8465714285714285,3.8784615384615386
25-1022,U.S.,0.9100102753166104,2.4068571428571426,3.6743478260869566
25-1030,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1031,U.S.,1.120464014756545,2.782285714285714,3.9136363636363636
25-1032,U.S.,1.0457806159885008,2.7682857142857142,3.67125
25-1040,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1041,U.S.,1.086611919380903,2.746857142857143,3.8443478260869566
25-1042,U.S.,1.0388133617538784,2.7154285714285713,3.7177777777777776
25-1043,U.S.,1.0742271713916294,2.732285714285714,3.8207999999999998
25-1050,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1051,U.S.,0.9927526621102801,2.734857142857143,3.5276923076923077
25-1052,U.S.,1.1012516189052743,2.8068571428571425,3.812857142857143
25-1053,U.S.,1.0163202272472829,2.672285714285714,3.696
25-1054,U.S.,1.119081966441324,2.9422857142857146,3.6962499999999996
25-1060,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1061,U.S.,1.0521668522657461,2.6074285714285717,3.921538461538461
25-1062,U.S.,0.9814674150459317,2.503142857142857,3.8104347826086955
25-1063,U.S.,0.9189007836314242,2.431142857142857,3.6731818181818183
25-1064,U.S.,0.9602426231029928,2.5614285714285714,3.6431999999999998
25-1065,U.S.,0.9501325752170905,2.414285714285714,3.8245454545454547
25-1066,U.S.,0.9956097438819212,2.6465714285714284,3.6558620689655172
25-1067,U.S.,0.9646416481159054,2.547142857142857,3.6804166666666664
25-1069,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1070,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1071,U.S.,1.0891196210822385,2.728857142857143,3.8786363636363634
25-1072,U.S.,1.180481256102431,2.8282857142857143,4.056206896551724
25-1080,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1081,U.S.,0.9404138730438006,2.522,3.62375
25-1082,U.S.,1.0153478391218191,2.4962857142857144,3.9528000000000003
25-1110,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1111,U.S.,0.9218696566523157,2.3605714285714288,3.795217391304348
25-1112,U.S.,0.9550954792424657,2.463714285714286,3.7673913043478264
25-1113,U.S.,1.0707700109101523,2.6545714285714284,3.92
25-1120,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1121,U.S.,0.9876146074502189,2.4745714285714286,3.8785714285714286
25-1122,U.S.,0.9986876355305432,2.488857142857143,3.899545454545455
25-1123,U.S.,0.8946537426350625,2.3608571428571428,3.6827272727272726
25-1124,U.S.,0.9385148887989204,2.3537142857142856,3.875
25-1125,U.S.,0.9345098294861379,2.4002857142857144,3.7836000000000003
25-1126,U.S.,0.967000517768262,2.3934285714285712,3.9263636363636363
25-1190,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-1192,U.S.,1.0272189129745546,2.4425714285714286,4.086956521739131
25-1193,U.S.,0.9950364716405363,2.5068571428571427,3.857391304347826
25-1194,U.S.,1.1078811162240148,2.6574285714285715,4.0515
25-1199,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2000,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2010,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2011,U.S.,0.88466830541089,2.0494285714285714,4.195
25-2012,U.S.,0.9385429618480465,2.1854285714285715,4.173513513513513
25-2020,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2021,U.S.,1.0245931662965826,2.4077142857142855,4.135526315789474
25-2022,U.S.,0.9042232478045407,2.3114285714285714,3.8017142857142856
25-2023,U.S.,1.0461418960390296,2.4997142857142856,4.067096774193549
25-2030,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2031,U.S.,0.9978076335366693,2.4574285714285717,3.9459375
25-2032,U.S.,1.0786041727135682,2.617142857142857,4.005151515151515
25-2050,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2051,U.S.,1.0326104795376363,2.3642857142857143,4.2444444444444445
25-2052,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-2057,U.S.,0.9531674781334387,2.2897142857142856,4.0455
25-2058,U.S.,1.0537421643058318,2.511142857142857,4.078
25-2059,U.S.,1.0793014566261068,2.482857142857143,4.2245
25-3000,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-3010,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-3011,U.S.,0.8134393953665189,2.1497142857142855,3.6772972972972973
25-3020,U.S.,0.9905476462818541,2.491619047619048,3.863474156015138
25-3021,U.S.,0.7610285660816872,1.967142857142857,3.759666666666667
