soc_code,occupation_title,job_complexity_index,job_price_index,annual_mean_wage,employment
17-2051,U.S.,1.7527121778113173,1.289180937209611,97114,1.1
17-2051,U.S.,1.75917329831966,1.289180937209611,97114,1.1
17-2051,U.S.,1.706997158750311,1.289180937209611,97114,1.1
17-2051,U.S.,1.7952456911083454,1.289180937209611,97114,1.1
17-2060,U.S.,1.2606774077091947,1.3114828089738484,98794,2.8
17-2061,U.S.,2.1904586930830723,1.432112040355768,107881,2.8
17-2070,U.S.,0.9672104500868866,0.7654586486127705,57662,1.0
17-2071,U.S.,1.8424640425466638,1.2682198327359617,95535,1.4
17-2072,U.S.,1.8947320432607289,1.4916633479357493,112367,1.7
17-2072,U.S.,1.727497018345354,1.4916633479357493,112367,1.7
17-2072,U.S.,2.1366029558411532,1.4916633479357493,112367,1.7
17-2072,U.S.,1.9480196414747377,1.4916633479357493,112367,1.7
17-2080,U.S.,0.7602846556707806,0.5528076463560334,41643,3.2
17-2081,U.S.,0.6566604207465617,0.6908004778972521,52038,3.2
17-2110,U.S.,0.6012029739362961,0.6060268153458117,45652,0.6
17-2111,U.S.,1.576281061173348,1.2218903491304924,92045,3.5
17-2111,U.S.,1.7724944239373068,1.2218903491304924,92045,3.5
17-2111,U.S.,1.5857875914372614,1.2218903491304924,92045,3.5
17-2111,U.S.,1.7831843144008988,1.2218903491304924,92045,3.5
17-2112,U.S.,1.4148822332615278,1.2279304393999735,92500,0.6
17-2112,U.S.,1.5612849844240848,1.2279304393999735,92500,0.6
17-2112,U.S.,1.4585669251406779,1.2279304393999735,92500,0.6
17-2112,U.S.,1.9736330557428192,1.2279304393999735,92500,0.6
17-2112,U.S.,1.606466919982003,1.2279304393999735,92500,0.6
17-2112,U.S.,1.7726936003431322,1.2279304393999735,92500,0.6
17-2112,U.S.,1.6560668165413723,1.2279304393999735,92500,0.6
17-2112,U.S.,2.2408764077312324,1.2279304393999735,92500,0.6
17-2112,U.S.,1.5434108743540165,1.2279304393999735,92500,0.6
17-2112,U.S.,1.7031129279014436,1.2279304393999735,92500,0.6
17-2112,U.S.,1.59106390646091,1.2279304393999735,92500,0.6
17-2112,U.S.,2.1529189133969187,1.2279304393999735,92500,0.6
17-2112,U.S.,1.4738773464147745,1.2279304393999735,92500,0.6
17-2112,U.S.,1.6263845256828935,1.2279304393999735,92500,0.6
17-2112,U.S.,1.51938352087381,1.2279304393999735,92500,0.6
17-2112,U.S.,2.0559259156779786,1.2279304393999735,92500,0.6
17-2120,U.S.,1.5348453785613803,1.0873224478959247,81908,5.2
17-2121,U.S.,0.635502260472482,0.6131156245851587,46186,5.2
17-2130,U.S.,0.976826031389636,0.7883578919421214,59387,2.4
17-2131,U.S.,0.8219400489197816,0.7552635072348334,56894,2.4
17-2140,U.S.,0.6640338425165184,0.5941590335855569,44758,1.0
17-2141,U.S.,2.337985284792486,1.3331873091729722,100429,1.0
17-2141,U.S.,2.196876572528439,1.3331873091729722,100429,1.0
17-2141,U.S.,2.161017902516284,1.3331873091729722,100429,1.0
17-2141,U.S.,2.38779437119805,1.3331873091729722,100429,1.0
17-2141,U.S.,2.2436794398241338,1.3331873091729722,100429,1.0
17-2141,U.S.,2.2070568267689485,1.3331873091729722,100429,1.0
17-2141,U.S.,2.4387542629587355,1.3331873091729722,100429,1.0
17-2141,U.S.,2.29156365580951,1.3331873091729722,100429,1.0
17-2141,U.S.,2.2541594493224126,1.3331873091729722,100429,1.0
17-2150,U.S.,2.150270161725507,1.3775521040754015,103771,7.0
17-2151,U.S.,1.3976360661110685,1.237939731846542,93254,7.0
17-2160,U.S.,1.6508721611753718,1.1774724545333863,88699,3.7
17-2161,U.S.,0.9888250374659051,0.7635205097570689,57516,3.7
17-2170,U.S.,1.9320649584419078,1.4998008761449622,112980,5.8
17-2171,U.S.,0.6481999073599766,0.582570025222355,43885,5.8
17-2190,U.S.,0.5806691791469302,0.46176821983273597,34785,1.2
17-2199,U.S.,1.1322046256703833,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2140106775349555,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2487061981767054,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3148826385061765,1.0092924465684323,76030,1.2
17-2199,U.S.,1.4631976756264986,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3372739968756122,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1278815416287593,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1417375802237075,1.0092924465684323,76030,1.2
17-2199,U.S.,1.093528623233951,1.0092924465684323,76030,1.2
17-2199,U.S.,1.172540188139635,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2060505130928587,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2699663725084323,1.0092924465684323,76030,1.2
17-2199,U.S.,1.4132149820528837,1.0092924465684323,76030,1.2
17-2199,U.S.,1.291592844203484,1.0092924465684323,76030,1.2
17-2199,U.S.,1.089353215332431,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1027359329655078,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0656540019751193,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1426515204260335,1.0092924465684323,76030,1.2
17-2199,U.S.,1.175307649525134,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2375942599793288,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3771913869269212,1.0092924465684323,76030,1.2
17-2199,U.S.,1.258669461506544,1.0092924465684323,76030,1.2
17-2199,U.S.,1.061585027422835,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0746266125263098,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0052899145820986,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0779259001863268,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1087322192840554,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1674905978825978,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2991802303195321,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1873719923162753,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0014514275379724,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0137542706281197,1.0092924465684323,76030,1.2
17-2199,U.S.,1.101836423351135,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1814482581301773,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2152131690866006,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2796146126680208,1.0092924465684323,76030,1.2
17-2199,U.S.,1.4239515163731136,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3014053858731245,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0976292938709418,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1111136832305357,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0237708132440395,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0977421134373135,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1291147651453013,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1889533372528682,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3230639058959586,1.0092924465684323,76030,1.2
17-2199,U.S.,1.20920022429764,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0198617607948015,1.0092924465684323,76030,1.2
17-2199,U.S.,1.03239077505518,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0159708280962951,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0893785499618782,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1205121772571731,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1798948465712016,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3129836431242505,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1999874750493154,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0120915582416097,1.0092924465684323,76030,1.2
17-2199,U.S.,1.0245251154681654,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1383635911524177,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2206146514882787,1.0092924465684323,76030,1.2
17-2199,U.S.,1.2554989087851955,1.0092924465684323,76030,1.2
17-2199,U.S.,1.3220353356422538,1.0092924465684323,76030,1.2
17-2199,U.S.,1.4711571767389775,1.0092924465684323,76030,1.2
17-2199,U.S.,1.344548498498411,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1340169904029618,1.0092924465684323,76030,1.2
17-2199,U.S.,1.1479484030614748,1.0092924465684323,76030,1.2
17-3000,U.S.,0.5244633465174304,0.5157307845479888,38850,0.6
17-3010,U.S.,1.530666813746296,1.0962299216779503,82579,1.3
17-3011,U.S.,1.6547750740191964,1.4696800743395726,110711,2.0
17-3012,U.S.,1.3662266494383355,1.3272932430638524,99985,3.6
17-3013,U.S.,1.2552065062634794,1.3215584760387629,99553,3.4
17-3019,U.S.,1.850071787238753,1.315810434090004,99120,3.6
17-3020,U.S.,0.6299012801505851,0.4430505774591796,33375,0.7
17-3021,U.S.,1.981769011911407,1.394159033585557,105022,4.3
17-3022,U.S.,0.5619555870239582,0.4557546794105934,34332,2.2
17-3023,U.S.,1.8709703932389408,1.443647949024293,108750,1.4
17-3024,U.S.,1.5931500137435084,1.4884906411788132,112128,3.0
17-3024,U.S.,1.6610399291018967,1.4884906411788132,112128,3.0
17-3024,U.S.,1.5614831719607922,1.4884906411788132,112128,3.0
17-3024,U.S.,1.6280236480386672,1.4884906411788132,112128,3.0
17-3025,U.S.,0.7827935608840297,0.5755475906013541,43356,6.4
17-3026,U.S.,0.8631453579158194,0.6912783751493429,52074,1.1
17-3026,U.S.,0.8124712971453389,0.6912783751493429,52074,1.1
17-3026,U.S.,0.9574936321740379,0.6912783751493429,52074,1.1
17-3026,U.S.,0.901280515739868,0.6912783751493429,52074,1.1
17-3027,U.S.,0.5226182095684616,0.6534581176158237,49225,2.4
17-3027,U.S.,0.4972828300082298,0.6534581176158237,49225,2.4
17-3027,U.S.,0.5678302922972971,0.6534581176158237,49225,2.4
17-3027,U.S.,0.5403031305609534,0.6534581176158237,49225,2.4
17-3028,U.S.,0.5482624212395153,0.5593920084959512,42139,4.5
17-3029,U.S.,1.5052807111779432,1.0748174697995487,80966,2.3
17-3029,U.S.,1.6258798941476296,1.0748174697995487,80966,2.3
17-3029,U.S.,1.2186507897141898,1.0748174697995487,80966,2.3
17-3029,U.S.,1.3162859274486565,1.0748174697995487,80966,2.3
17-3030,U.S.,0.792190446389462,0.6636532589937608,49993,2.6
17-3031,U.S.,1.2708855445994502,1.5311562458515864,115342,2.6
19-0000,U.S.,1.5621520367617294,1.1739147749900438,88431,0.4
19-1000,U.S.,1.5949037028736455,1.2677950351785476,95503,0.8
19-1010,U.S.,1.1938022930597096,1.001274392672242,75426,3.5
19-1011,U.S.,1.1096329339739606,0.7786937475109518,58659,10.2
19-1012,U.S.,0.557828162500964,0.5634143103677154,42442,5.9
19-1013,U.S.,0.8739549366315607,0.9305190495154653,70096,4.9
19-1020,U.S.,0.5240902682133156,0.5290455329881854,39853,1.5
19-1021,U.S.,1.7064099970101965,1.2732643037302536,95915,3.6
19-1022,U.S.,1.3021890054757381,0.9418558343289526,70950,4.0
19-1023,U.S.,0.8255952234169636,0.6819992035045799,51375,2.3
19-1029,U.S.,1.5945826385922428,1.1838709677419355,89181,1.9
19-1029,U.S.,1.7911856637208186,1.1838709677419355,89181,1.9
19-1029,U.S.,1.542051553617177,1.1838709677419355,89181,1.9
19-1029,U.S.,1.5518428505208133,1.1838709677419355,89181,1.9
19-1029,U.S.,1.697606245608611,1.1838709677419355,89181,1.9
19-1029,U.S.,1.9069114990876455,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6416812055486008,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6521051035479515,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6854731732259438,1.1838709677419355,89181,1.9
19-1029,U.S.,1.893282487468714,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6299478386693784,1.1838709677419355,89181,1.9
19-1029,U.S.,1.640297235347081,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6533742855300266,1.1838709677419355,89181,1.9
19-1029,U.S.,1.8572259883755908,1.1838709677419355,89181,1.9
19-1029,U.S.,1.598906399710422,1.1838709677419355,89181,1.9
19-1029,U.S.,1.6090586979549042,1.1838709677419355,89181,1.9
19-1030,U.S.,0.6490176815850639,0.607447232178415,45759,2.0
19-1031,U.S.,0.610122320471695,0.7591530598699058,57187,2.2
19-1031,U.S.,0.6553140794060393,0.7591530598699058,57187,2.2
19-1031,U.S.,0.5783605047570669,0.7591530598699058,57187,2.2
19-1031,U.S.,0.5788419175249917,0.7591530598699058,57187,2.2
19-1031,U.S.,0.6217167370819275,0.7591530598699058,57187,2.2
19-1031,U.S.,0.5487085005109787,0.7591530598699058,57187,2.2
19-1031,U.S.,0.5697910423710495,0.7591530598699058,57187,2.2
19-1031,U.S.,0.6119954636252556,0.7591530598699058,57187,2.2
19-1031,U.S.,0.5401287968238883,0.7591530598699058,57187,2.2
19-1032,U.S.,0.8664282081697731,0.8896853843090402,67020,4.3
19-1040,U.S.,0.6048171743506027,0.42239479622992165,31819,1.3
19-1041,U.S.,1.7031039458229822,1.340395592725342,100972,2.6
19-1042,U.S.,0.6714749304662193,0.40865525023231114,30784,1.3
19-1090,U.S.,0.8680196890967058,1.0253949289791584,77243,5.2
19-1099,U.S.,1.1815591774876009,0.8595513075799814,64750,5.2
19-2000,U.S.,0.3807145583602531,0.41246515332536837,31071,1.1
19-2010,U.S.,1.18691699388403,0.9267356962697465,69811,2.1
19-2011,U.S.,1.2158216333980871,1.3856232576662684,104379,8.4
19-2012,U.S.,1.0668710937199124,0.8195274127173768,61735,2.2
19-2020,U.S.,1.3776755753252157,1.472812956325501,110947,2.7
19-2021,U.S.,0.962907725789111,0.8866985264834727,66795,2.7
19-2030,U.S.,1.1848900839200043,0.9319925660427453,70207,2.3
19-2031,U.S.,0.651649238097401,0.5109916367980885,38493,2.5
19-2032,U.S.,1.345557416267248,1.128527810965087,85012,5.9
19-2040,U.S.,0.4705868910284104,0.4963228461436347,37388,1.4
19-2041,U.S.,1.0363446989173086,1.2303199256604274,92680,1.5
19-2041,U.S.,0.8667087753542115,1.2303199256604274,92680,1.5
19-2041,U.S.,0.9934402860067825,1.2303199256604274,92680,1.5
19-2041,U.S.,0.9534093788108178,1.2303199256604274,92680,1.5
19-2041,U.S.,1.228323211184995,1.2303199256604274,92680,1.5
19-2041,U.S.,1.0272629437073482,1.2303199256604274,92680,1.5
19-2041,U.S.,1.1774709355904736,1.2303199256604274,92680,1.5
19-2041,U.S.,1.1300244706015894,1.2303199256604274,92680,1.5
19-2041,U.S.,1.1670100939634334,1.2303199256604274,92680,1.5
19-2041,U.S.,0.9759859730278375,1.2303199256604274,92680,1.5
19-2041,U.S.,1.1186961661800732,1.2303199256604274,92680,1.5
19-2041,U.S.,1.073618044183589,1.2303199256604274,92680,1.5
19-2041,U.S.,1.0413085103707378,1.2303199256604274,92680,1.5
19-2041,U.S.,0.8708600765094984,1.2303199256604274,92680,1.5
19-2041,U.S.,0.998198596899992,1.2303199256604274,92680,1.5
19-2041,U.S.,0.9579759524607744,1.2303199256604274,92680,1.5
19-2042,U.S.,0.9573459703195835,0.751440329218107,56606,3.6
19-2043,U.S.,0.6096069155703916,0.426284348864994,32112,3.9
19-2090,U.S.,1.46202743288792,1.142028408336652,86029,2.4
19-2099,U.S.,0.7446054205884374,0.8844816142307181,66628,2.4
19-3000,U.S.,1.3371556208357966,1.0665073675826364,80340,1.1
19-3010,U.S.,0.49813943522397947,0.48616752953670517,36623,2.8
19-3011,U.S.,1.3386340451993874,1.4540953139519448,109537,2.8
19-3011,U.S.,1.421622556198241,1.4540953139519448,109537,2.8
19-3011,U.S.,1.258657824173769,1.4540953139519448,109537,2.8
19-3011,U.S.,1.3366882157209072,1.4540953139519448,109537,2.8
19-3020,U.S.,0.6517960156533019,0.6703703703703704,50499,8.2
19-3022,U.S.,0.7618563856469721,0.7293774060799151,54944,8.2
19-3030,U.S.,0.7550234054779187,0.7106995884773663,53537,1.7
19-3032,U.S.,0.8066149985299206,0.7863401035444046,59235,24.7
19-3033,U.S.,1.169265625285687,1.056922872693482,79618,2.8
19-3034,U.S.,1.7689455574942938,1.3363467410062393,100667,2.4
19-3039,U.S.,0.9640243234605176,0.656989247311828,49491,4.0
19-3039,U.S.,0.8799866137676685,0.656989247311828,49491,4.0
19-3039,U.S.,0.9977500171664867,0.656989247311828,49491,4.0
19-3039,U.S.,0.9107723089820245,0.656989247311828,49491,4.0
19-3040,U.S.,0.8735923357923521,0.8779105270144697,66133,7.2
19-3041,U.S.,1.2295614455369963,1.1563520509757068,87108,7.2
19-3050,U.S.,0.9560159432636129,0.6800743395725475,51230,1.4
19-3051,U.S.,2.1350531865876317,1.5296827293243065,115231,1.4
19-3090,U.S.,2.1817529108868787,1.5352581972653658,115651,1.5
19-3091,U.S.,1.1491196049848793,1.412637727333068,106414,6.2
19-3092,U.S.,0.34934585687311287,0.41566440992964293,31312,3.2
19-3093,U.S.,0.7011769676916406,0.9452011150935882,71202,8.8
19-3094,U.S.,0.9828744140765066,1.214549316341431,91492,3.7
19-3099,U.S.,0.4424967361433454,0.5125315279437144,38609,1.8
19-4000,U.S.,0.9448690430597885,0.7758396389220762,58444,0.8
19-4010,U.S.,1.0619226385131935,0.7887959644232045,59420,3.0
19-4012,U.S.,0.40665419629872696,0.4557546794105934,34332,4.9
19-4012,U.S.,0.4675776174343902,0.4557546794105934,34332,4.9
19-4012,U.S.,0.42530386777169793,0.4557546794105934,34332,4.9
19-4012,U.S.,0.48902131341154936,0.4557546794105934,34332,4.9
19-4013,U.S.,0.7417807937171926,0.8852648347272003,66687,3.0
19-4020,U.S.,0.9594937615491336,1.0797159166334793,81335,1.7
19-4021,U.S.,1.3124673501740518,1.0499933625381654,79096,1.7
19-4030,U.S.,1.2708989387818184,1.5394530731448295,115967,2.1
19-4031,U.S.,1.7905086069632732,1.3816407805655118,104079,2.1
19-4040,U.S.,0.9134156497058394,1.1330678348599497,85354,2.5
19-4042,U.S.,1.2894660651811396,1.4498606133014735,109218,2.5
19-4043,U.S.,0.7887436616785969,0.6995884773662552,52700,8.6
19-4044,U.S.,1.4541174177775231,1.3909730519049515,104782,7.9
19-4050,U.S.,1.2931521567046036,1.128594185583433,85017,2.6
19-4051,U.S.,1.2975844096587281,1.1043939997345016,83194,2.6
19-4051,U.S.,1.1775522581617446,1.1043939997345016,83194,2.6
19-4051,U.S.,1.2996730003093349,1.1043939997345016,83194,2.6
19-4051,U.S.,1.179447645173711,1.1043939997345016,83194,2.6
19-4060,U.S.,2.0860582798186362,1.4964290455329883,112726,3.2
19-4061,U.S.,1.17838637131824,1.2911854506836586,97265,3.2
19-4070,U.S.,1.2794776018987604,1.4271206690561529,107505,1.3
19-4071,U.S.,0.9901782588840788,0.8041019514137794,60573,1.3
19-4090,U.S.,1.0374782799075888,0.9318465418823841,70196,1.5
19-4092,U.S.,1.7999180423260295,1.3211867781760256,99525,1.8
19-4099,U.S.,1.5333655678986118,1.4138988450816408,106509,1.9
19-4099,U.S.,1.6353902171031973,1.4138988450816408,106509,1.9
19-4099,U.S.,1.4874183959943754,1.4138988450816408,106509,1.9
19-4099,U.S.,1.5863858850581496,1.4138988450816408,106509,1.9
19-5000,U.S.,0.5889197585090995,0.5228992433293509,39390,1.5
19-5010,U.S.,0.8826360911108508,1.0809637594583832,81429,1.5
19-5011,U.S.,1.6784688515879482,1.4475640515067039,109045,1.7
19-5012,U.S.,1.3563006959847526,1.4419620337183061,108623,3.3
21-0000,U.S.,1.1051254608193775,1.1597637063586885,87365,0.3
21-1000,U.S.,1.502653120921657,1.1056816673304128,83291,0.3
21-1010,U.S.,1.7725443291989087,1.4371166865790521,108258,0.6
21-1012,U.S.,0.9592926073615967,0.9519846010885438,71713,0.6
21-1013,U.S.,1.0938413564680216,0.813142174432497,61254,4.0
21-1015,U.S.,0.6835740128747362,0.6682065578122925,50336,1.8
21-1018,U.S.,1.7633699147232227,1.539001725740077,115933,1.0
21-1019,U.S.,1.0841460449518714,1.150099561927519,86637,4.9
21-1020,U.S.,0.8186859253464379,0.692831541218638,52191,0.7
21-1021,U.S.,1.582221756448904,1.4435948493296165,108746,0.8
21-1022,U.S.,1.045591512149585,0.9865923270941193,74320,1.1
21-1023,U.S.,0.5972505587113648,0.4206956060002655,31691,2.5
21-1029,U.S.,1.0464340677568695,1.2097039692021772,91127,1.9
21-1090,U.S.,1.9277003796721996,1.458953936014868,109903,0.6
21-1091,U.S.,1.0637824088428283,0.8471790787202974,63818,1.9
21-1092,U.S.,0.7569624306407106,0.7827027744590469,58961,0.4
21-1093,U.S.,0.760090545802932,0.833797955661755,62810,0.9
21-1094,U.S.,0.8411229491761061,1.0081773529802203,75946,2.2
21-1099,U.S.,0.6327160707002026,0.5986326828620735,45095,2.0
21-2000,U.S.,0.49978499891538297,0.5386964024956856,40580,1.8
21-2010,U.S.,0.620309527595772,0.6793574936944112,51176,2.4
21-2011,U.S.,0.666686098135652,0.7405017921146954,55782,2.4
21-2020,U.S.,1.2633302642675974,1.2540953139519448,94471,4.2
21-2021,U.S.,1.6730611945867537,1.3411522633744857,101029,4.2
21-2090,U.S.,0.6802655947601061,0.5492765166600292,41377,9.0
21-2099,U.S.,1.670863246851084,1.4592061595645824,109922,9.0
23-0000,U.S.,0.8540788713270779,1.2720164609053497,95821,0.5
23-1000,U.S.,1.2816070114765203,1.3905217045001992,104748,0.7
23-1010,U.S.,0.9557629407643855,0.819049515465286,61699,0.7
23-1011,U.S.,1.3799895178316037,1.2947564051506704,97534,0.8
23-1012,U.S.,0.6953446279119881,0.6701181468206557,50480,1.6
23-1020,U.S.,0.45975653678971856,0.6653789990707554,50123,1.2
23-1021,U.S.,0.7586208955012284,0.7891145625912651,59444,0.4
23-1022,U.S.,0.5999043553872925,0.4860082304526749,36611,8.3
23-1023,U.S.,0.9020063266667051,0.6160759325633878,46409,0.8
23-2000,U.S.,1.38355681665993,1.1592327094119208,87325,1.1
23-2010,U.S.,0.75588832527755,0.9288198592858091,69968,1.3
23-2011,U.S.,1.0714572392467843,1.4789592459843355,111410,1.3
23-2090,U.S.,1.682567937318097,1.2654453736891014,95326,1.7
23-2093,U.S.,1.3694059260566573,1.3974246648081774,105268,2.9
23-2099,U.S.,1.4323688379289303,1.167675560865525,87961,2.6
25-0000,U.S.,1.9531880386796638,1.3613832470463294,102553,0.1
25-1000,U.S.,0.8293598501277156,0.6687508296827294,50377,0.2
25-1010,U.S.,0.9018968154577444,1.0491039426523296,79029,0.7
25-1011,U.S.,1.3121670395857605,1.0751758927386168,80993,0.7
25-1020,U.S.,1.9099531591484131,1.575959113235099,118717,0.3
25-1021,U.S.,1.9613572121206326,1.4018053896190097,105598,0.6
25-1022,U.S.,1.2101341107956358,1.1172706756936148,84164,0.3
25-1030,U.S.,0.8403686627262327,0.6641046063985132,50027,0.5
25-1031,U.S.,0.5245673045095042,0.5424532058940661,40863,1.2
25-1032,U.S.,0.54589080753353,0.47982211602283287,36145,0.5
25-1040,U.S.,0.6972747142247112,0.8590999601752289,64716,0.5
25-1041,U.S.,1.29586564835482,1.1350590734103279,85504,1.8
25-1042,U.S.,1.032749361099444,1.1017522899243328,82995,0.4
25-1043,U.S.,1.4715460125881918,1.3463560334528077,101421,2.9
25-1050,U.S.,1.2958979106028643,1.0091862471790787,76022,0.4
25-1051,U.S.,0.832605193130771,0.7033452807646356,52983,1.3
25-1052,U.S.,1.3221067885071023,1.2448559670781894,93775,0.3
25-1053,U.S.,0.5476444912257501,0.6354042214257268,47865,1.8
25-1054,U.S.,0.5586285630564484,0.5300411522633744,39928,0.5
25-1060,U.S.,1.2365724013254855,1.2213328023363865,92003,1.0
25-1061,U.S.,0.5519198845201442,0.7082835523695739,53355,1.2
25-1062,U.S.,0.6816500347856864,0.546873755475906,41196,0.7
25-1063,U.S.,0.46680780486936135,0.6438072481083233,48498,0.4
25-1064,U.S.,1.6991292384517171,1.2318067171113767,92792,0.6
25-1065,U.S.,1.5223983462400679,1.5294039559272534,115210,0.5
25-1066,U.S.,0.7457789082330026,0.6350988981813355,47842,2.8
25-1067,U.S.,0.9051345647293421,1.1604274525421479,87415,0.8
25-1069,U.S.,0.6680633897393202,0.9119341563786009,68696,0.9
25-1070,U.S.,1.0352705879890178,0.9234966148944643,69567,0.6
25-1071,U.S.,0.6262451701757071,0.4722952343024028,35578,0.9
25-1072,U.S.,1.7190828238672793,1.1397185716182132,85855,1.0
25-1080,U.S.,1.236134204474851,1.4857161821319527,111919,0.8
25-1081,U.S.,0.9752046413832998,1.1701845214390016,88150,0.8
25-1082,U.S.,1.445142699946845,1.354891809372096,102064,1.2
25-1110,U.S.,1.0175973098563944,1.232324439134475,92831,1.0
25-1111,U.S.,0.8855756960140829,0.8150272135935218,61396,1.2
25-1112,U.S.,0.5214364977498411,0.5697995486525953,42923,1.9
25-1113,U.S.,0.36988459625779757,0.4361608920748706,32856,1.5
25-1120,U.S.,1.125797499975275,0.9155714854639586,68970,0.4
25-1121,U.S.,0.8224579639384016,0.6370104871896987,47986,0.8
25-1122,U.S.,0.6990996757561949,0.758051241205363,57104,0.5
25-1123,U.S.,0.7709257307048478,0.7624983406345414,57439,0.4
25-1124,U.S.,1.35951782756758,1.4866188769414577,111987,0.6
25-1125,U.S.,1.2202036617482288,1.2787999469003053,96332,0.4
25-1126,U.S.,0.44664028771178294,0.5135935218372495,38689,2.0
25-1190,U.S.,1.0312297682055354,1.3907075534315678,104762,0.7
25-1192,U.S.,1.1437124798157388,1.1788795964423204,88805,1.7
25-1193,U.S.,0.735060426004808,0.6380459312358954,48064,1.1
25-1194,U.S.,1.318695609688437,1.1368644630293376,85640,1.6
25-1199,U.S.,0.4639332689155098,0.4657108721624851,35082,0.8
25-2000,U.S.,0.8182760314281133,0.6243329350856233,47031,0.3
25-2010,U.S.,1.7169490304815127,1.4020708880923936,105618,1.1
25-2011,U.S.,1.373493880349913,1.2779370768618081,96267,1.4
25-2012,U.S.,0.6336064205291898,0.5519049515465286,41575,1.4
25-2020,U.S.,1.1100878662576705,0.921996548519846,69454,0.5
25-2021,U.S.,1.0327342007742555,0.7414443116952077,55853,0.8
25-2022,U.S.,1.4521599077608816,1.4120270808442852,106368,1.5
25-2023,U.S.,1.2131194227423538,1.3242267356962698,99754,3.6
25-2030,U.S.,1.6866141610535175,1.4654719235364397,110394,0.9
25-2031,U.S.,0.6947950438668256,0.5008628700384973,37730,1.0
25-2032,U.S.,1.298868876445743,1.5226602947033054,114702,2.0
25-2050,U.S.,0.7190050464714274,0.9976768883578919,75155,0.8
25-2051,U.S.,1.6644370952221896,1.2939200849595114,97471,6.2
25-2052,U.S.,0.5615528313205923,0.5202973582901899,39194,1.2
25-2057,U.S.,1.3478125338927898,1.3289127837514934,100107,2.4
25-2058,U.S.,0.670939782407307,0.5987787070224346,45106,1.5
25-2059,U.S.,1.1957928770613304,1.4002920483207222,105484,4.4
25-3000,U.S.,1.711321141228526,1.439001725740077,108400,0.9
25-3010,U.S.,1.370304454142208,1.37414044869242,103514,2.5
25-3011,U.S.,0.5167335418022155,0.8739545997610514,65835,2.5
25-3020,U.S.,1.4969525379534558,1.3908934023629365,104776,1.3
25-3021,U.S.,0.6439179010121859,0.9600955794504181,72324,1.3
25-3030,U.S.,1.1041791010239181,1.046581707155184,78839,1.6
25-3031,U.S.,1.2110172149371266,1.1071551838576927,83402,1.6
25-3040,U.S.,0.8227195658321463,0.606252489048188,45669,1.8
25-3041,U.S.,0.4105695118341368,0.4899376078587548,36907,1.8
25-3090,U.S.,1.314277562554023,1.1015266162219568,82978,4.1
25-3099,U.S.,0.927173307152051,0.8878136200716846,66879,4.1
25-4000,U.S.,1.163265693222408,0.9198991105801142,69296,0.9
