state,occupation_code,soc_code,occupation_title,employment,major_group,major_group_name,is_major_group,uber_category,annual_mean_wage,avg_task_importance,avg_skill_level,complexity_raw,job_complexity_index,task_complexity_raw,task_complexity_index,job_price_index
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,3.904705882352941,2.8240000000000003,1245895.153967059,1.917863458992074,11.026889411764706,1.1346678136810913,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,3.904705882352941,2.5357142857142856,1118708.973235294,1.7220799472434898,9.901218487394956,1.0188361843807854,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.113181818181818,2.664285714285714,1238189.6831136362,1.9060020748803748,10.958691558441558,1.1276502490499123,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.113181818181818,2.8240000000000003,1312414.6732327275,2.020260000870523,11.615625454545455,1.1952488001725827,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.113181818181818,2.5357142857142856,1178437.9021590909,1.814023422473279,10.429853896103896,1.0732328107579596,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.047,2.664285714285714,1218266.9935499998,1.8753341665918806,10.782364285714284,1.1095061584032477,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.047,2.8240000000000003,1291297.690536,1.9877536624765846,11.428728,1.1760170369606116,1.4998938006106466
IN,11-3031,11-3031,Indiana,3.5,11,Management,False,Management & Business,112987,4.047,2.5357142857142856,1159476.62925,1.7848354668635864,10.262035714285712,1.0559643062551016,1.4998938006106466
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,3.2714285714285714,735275.9203186813,1.1318438918121443,12.096736263736263,1.2447551414097089,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,3.1845714285714286,715754.1840936263,1.1017931893570445,11.775565274725274,1.2117066206246825,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,3.2254285714285715,724937.1060679121,1.1159288816303317,11.926642417582418,1.2272524708623758,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,2.9894285714285713,671894.4938248352,1.0342779598279883,11.053987032967033,1.1374561610977978,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,3.182,715176.2379553845,1.1009035304027817,11.766056923076922,1.2107282104698627,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.6976923076923076,3.2614285714285716,733028.3520032967,1.1283841069900111,12.05975934065934,1.2409502130298538,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,3.2714285714285714,775209.6586349206,1.1933157237346015,12.753724867724868,1.312359321978147,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,3.1845714285714286,754627.6729384126,1.1616329307201632,12.415110687830689,1.2775158954382908,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,3.2254285714285715,764309.3306838096,1.176536349802613,12.574393015873016,1.2939060598961836,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,2.9894285714285713,708385.9090215873,1.0904508661515404,11.654342645502645,1.199232802258284,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,3.182,754018.3378355555,1.1606949532953936,12.405085925925926,1.2764843466262554,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.8985185185185185,3.2614285714285716,772840.0221238096,1.1896680337493866,12.714739682539683,1.3083477432646768,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,3.2714285714285714,788019.9265462186,1.2130351557018493,12.96447899159664,1.3340459383962568,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,3.1845714285714286,767097.825439664,1.1808288074631277,12.62026924369748,1.2986267274554306,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,3.2254285714285715,776939.4716838656,1.1959785041675264,12.782183697478994,1.3152877378650958,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,2.9894285714285713,720091.9206509244,1.1084704658609998,11.846929579831933,1.2190500134008764,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,3.182,766478.4211305883,1.1798753300481655,12.610078823529413,1.2975781323946824,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.9629411764705886,3.2614285714285716,785611.1320109245,1.2093271879769965,12.924849579831935,1.32996806871557,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,3.2714285714285714,806751.671020408,1.2418697876817844,13.272653061224489,1.3657570751239694,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,3.1845714285714286,785332.2380081632,1.2088978736682243,12.920261224489796,1.3294959265791935,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,3.2254285714285715,795407.8265632653,1.2244076884838135,13.086024489795918,1.3465529800065057,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,2.9894285714285713,737208.9723918367,1.1348195273811799,12.128538775510203,1.2480276224473443,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,3.182,784698.1100571428,1.2079217314770334,12.909828571428571,1.3284224057341179,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,4.057142857142857,3.2614285714285716,804285.617877551,1.2380736791604865,13.232081632653061,1.3615822718375645,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,3.2714285714285714,766922.4187669173,1.1805587959400448,12.617383458646616,1.2983297799399396,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,3.1845714285714286,746560.4610983458,1.1492147021439072,12.282389172932332,1.2638588408044165,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,3.2254285714285715,756138.6188174437,1.163958798896696,12.439968721804512,1.2800737891477711,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,2.9894285714285713,700813.03646797,1.078793596674296,11.529753984962406,1.1864126189966453,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,3.182,745957.6399831579,1.1482867519986268,12.27247157894737,1.2628383195800095,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.856842105263158,3.2614285714285716,764578.1144300753,1.1769501009306211,12.578815037593985,1.294361086289468,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,3.2714285714285714,788981.6713809523,1.2145156135634416,12.980301587301588,1.335674084775973,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,3.1845714285714286,768034.0357390477,1.1822699588452508,12.635671746031747,1.3002116461932747,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,3.2254285714285715,777887.6932942858,1.1974381451107157,12.79778380952381,1.3168929906581623,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,2.9894285714285713,720970.7622409525,1.1098233069619468,11.861388253968254,1.2205378121406991,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,3.182,767413.8754733334,1.18131531775162,12.62546888888889,1.299161771366813,0.806889685384309
IN,11-3051,11-3051,Indiana,1.4,11,Management,False,Management & Business,60783,3.967777777777778,3.2614285714285716,786569.9370142858,1.2108031204215448,12.94062380952381,1.3315912382286228,0.806889685384309
IN,11-3061,11-3061,Indiana,5.1,11,Management,False,Management & Business,66754,4.051666666666667,2.8182857142857145,762247.5235885715,1.1733625157325012,11.418754285714288,1.1749907409527114,0.886154254613036
IN,11-3071,11-3071,Indiana,3.3,11,Management,False,Management & Business,102703,3.914615384615385,2.641714285714286,1062082.059886154,1.6349115466264523,10.341295384615385,1.0641201327522916,1.3633744855967078
IN,11-3071,11-3071,Indiana,3.3,11,Management,False,Management & Business,102703,3.914615384615385,2.725714285714286,1095853.650369231,1.6868977022297593,10.670123076923078,1.0979565289267643,1.3633744855967078
IN,11-3071,11-3071,Indiana,3.3,11,Management,False,Management & Business,102703,3.627666666666667,2.641714285714286,984229.4344051429,1.5150694354173304,9.583258857142859,0.9861181126721784,1.3633744855967078
IN,11-3071,11-3071,Indiana,3.3,11,Management,False,Management & Business,102703,3.627666666666667,2.725714285714286,1015525.5033771431,1.5632449074065904,9.887982857142859,1.0174742369557195,1.3633744855967078
IN,11-3111,11-3111,Indiana,12.7,11,Management,False,Management & Business,73129,3.875,2.520857142857143,714347.57775,1.0996279358049799,9.76832142857143,1.0051610662627914,0.9707818930041152
IN,11-3121,11-3121,Indiana,4.2,11,Management,False,Management & Business,50344,3.9057692307692307,2.7462857142857144,540007.779323077,0.831258701213768,10.726358241758241,1.1037431319435165,0.6683127572016461
IN,11-9013,11-9013,Indiana,19.6,11,Management,False,Management & Business,88950,3.8590000000000004,3.0740000000000003,1055175.2457000003,1.6242795712924971,11.862566000000003,1.2206590023027668,1.1808044603743528
IN,11-9021,11-9021,Indiana,5.4,11,Management,False,Management & Business,33541,3.6260000000000003,3.003142857142857,365241.231236,0.5622325513301736,10.889396000000001,1.120519730473132,0.445254214788265
IN,11-9031,11-9031,Indiana,9.6,11,Management,False,Management & Business,42667,3.928235294117647,2.678857142857143,448992.5712564706,0.69115482392706,10.523181176470588,1.0828361954674766,0.5664011681932829
IN,11-9032,11-9032,Indiana,2.5,11,Management,False,Management & Business,116234,3.776875,3.018,1324905.8894475,2.0394883019522005,11.39860875,1.1729177636958634,1.5429974777645028
IN,11-9033,11-9033,Indiana,1.4,11,Management,False,Management & Business,104810,3.6974074074074075,2.7142857142857144,1051854.3052910054,1.6191674956578648,10.035820105820106,1.0326867018198607,1.3913447497676887
IN,11-9039,11-9039,Indiana,10.9,11,Management,False,Management & Business,33497,3.8545160986904383,2.8906486486486487,373225.30753252265,0.5745228055575452,11.142051751873977,1.1465180278068237,0.44467011814682067
IN,11-9041,11-9041,Indiana,3.1,11,Management,False,Management & Business,53340,3.346315789473684,2.992,534049.5127578947,0.8220868686659712,10.012176842105262,1.0302538080684291,0.708084428514536
IN,11-9041,11-9041,Indiana,3.1,11,Management,False,Management & Business,53340,3.346315789473684,2.883142857142857,514619.3309052631,0.7921771000485405,9.647906466165413,0.9927703568772459,0.708084428514536
IN,11-9041,11-9041,Indiana,3.1,11,Management,False,Management & Business,53340,3.548888888888889,2.992,566378.8181333333,0.8718528487620695,10.618275555555556,1.0926214147782445,0.708084428514536
IN,11-9041,11-9041,Indiana,3.1,11,Management,False,Management & Business,53340,3.548888888888889,2.883142857142857,545772.4077333333,0.840132457683159,10.23195365079365,1.0528688594850328,0.708084428514536
IN,11-9051,11-9051,Indiana,8.7,11,Management,False,Management & Business,38745,4.3246153846153845,2.632,441010.61113846157,0.6788678272301724,11.382387692307693,1.1712486155453719,0.514336917562724
IN,11-9071,11-9071,Indiana,1.6,11,Management,False,Management & Business,96834,4.254736842105263,2.613714285714286,1076858.6165846616,1.6576577769585608,11.120666466165414,1.1443174801751415,1.285463958582238
IN,11-9072,11-9072,Indiana,16.0,11,Management,False,Management & Business,83411,3.8545160986904383,2.8906486486486487,929369.6786755603,1.4306213014407378,11.142051751873977,1.1465180278068237,1.1072746581707156
IN,11-9081,11-9081,Indiana,7.2,11,Management,False,Management & Business,88547,4.142083333333333,2.829142857142857,1037642.0462802381,1.597289914595211,11.718545476190474,1.20583927873668,1.1754546661356697
IN,11-9111,11-9111,Indiana,1.9,11,Management,False,Management & Business,85634,3.9766666666666666,2.903142857142857,988630.0945542856,1.5218435730874305,11.544831428571428,1.187964089165331,1.1367848134873224
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.795,3.2394285714285713,1347209.8937314283,2.073821877028037,12.293631428571429,1.2650156698203352,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.795,2.571142857142857,1069283.9860371428,1.645997801320807,9.757487142857142,1.0040462173851823,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.795,2.8925714285714283,1202959.3371085713,1.8517703901068838,10.977308571428571,1.1295659411943089,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.9381818181818184,3.2394285714285713,1398038.8692405194,2.152065246445193,12.757458701298702,1.3127435337553464,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.9381818181818184,2.571142857142857,1109627.0757007792,1.7080997665161661,10.125628051948052,1.0419279467511342,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.9381818181818184,2.8925714285714283,1248345.873363117,1.9216359635748048,11.391472207792207,1.1721834129246007,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.505714285714286,3.2394285714285713,1244514.616682449,1.9157383347362333,11.356511020408163,1.1685859039108235,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.505714285714286,2.571142857142857,987774.4783493878,1.5205264838852852,9.013692244897959,0.9275096621356059,1.4547457852117351
IN,11-9121,11-9121,Indiana,7.3,11,Management,False,Management & Business,109586,3.505714285714286,2.8925714285714283,1111260.008757551,1.7106134151410854,10.140528979591837,1.0434612534126988,1.4547457852117351
IN,11-9131,11-9131,Indiana,0.0,11,Management,False,Management & Business,103828,4.1269230769230765,2.517714285714286,1078815.8203604394,1.660670590349329,10.390413186813186,1.0691743585771318,1.3783087747245453
IN,11-9141,11-9141,Indiana,6.8,11,Management,False,Management & Business,44366,3.9722222222222223,2.378,419078.77122222225,0.6451071418066128,9.445944444444445,0.97198844848264,0.5889552635072348
IN,11-9151,11-9151,Indiana,4.6,11,Management,False,Management & Business,55109,3.915625,2.935142857142857,633363.25939375,0.9749650663554214,11.49291875,1.1826222703352511,0.7315677684853312
IN,11-9161,11-9161,Indiana,3.0,11,Management,False,Management & Business,34448,3.8552173913043477,3.028285714285714,402170.0570414906,0.6190787838324203,11.674699751552794,1.20132755011983,0.4572945705562193
IN,11-9171,11-9171,Indiana,11.0,11,Management,False,Management & Business,32763,3.978695652173913,2.428,316499.5257234783,0.4872022121930734,9.660273043478261,0.9940428786844672,0.434926324173636
IN,11-9179,11-9179,Indiana,32.8,11,Management,False,Management & Business,58473,3.82625,2.5665714285714287,574224.9705353572,0.8839307904232202,9.820343928571429,1.010514185726767,0.7762246117084827
IN,11-9179,11-9179,Indiana,32.8,11,Management,False,Management & Business,58473,3.82625,2.6817142857142855,599986.1486635713,0.9235861514986465,10.260909285714284,1.0558483966638577,0.7762246117084827
IN,11-9179,11-9179,Indiana,32.8,11,Management,False,Management & Business,58473,4.081428571428571,2.5665714285714287,612520.928107347,0.9428815114534521,10.475277959183673,1.0779069505283514,0.7762246117084827
IN,11-9179,11-9179,Indiana,32.8,11,Management,False,Management & Business,58473,4.081428571428571,2.6817142857142855,640000.1593248978,0.9851815503174995,10.945225306122447,1.1262645705954697,0.7762246117084827
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,2.503142857142857,1077375.104603386,1.658452830615335,9.679746137566138,0.9960466616434877,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,2.482285714285714,1068398.0035149206,1.644633967855956,9.599090793650793,0.9877472202212784,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,2.7545714285714284,1185592.2136150263,1.8250363816873012,10.652029735449734,1.0960947226235433,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,3.080857142857143,1326028.5073551324,2.0412163991011485,11.913788677248677,1.225929819940843,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,2.7437142857142858,1180919.2020895237,1.81784300107283,10.610044761904762,1.0917744654448591,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.867037037037037,2.938285714285714,1264664.4875860317,1.946755953663749,11.362459682539681,1.1691980217260158,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,2.503142857142857,1100392.9142057144,1.6938851989023294,9.886551133004927,1.0173269124259525,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,2.482285714285714,1091224.0199314286,1.6797711001099687,9.804172610837439,1.008850155822015,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,2.7545714285714284,1210922.0506628572,1.8640277596869486,10.879607290640394,1.119512471487114,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,3.080857142857143,1354358.725474286,2.084826401068807,12.168323349753695,1.2521214583596674,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,2.7437142857142858,1206149.2015885715,1.8566806945621583,10.836725320197045,1.1150999132549277,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.9496551724137934,2.938285714285714,1291683.6810514287,1.9883478353511648,11.60521536945813,1.1941776015738494,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,2.503142857142857,1058698.263885714,1.6297027145018042,9.511942857142856,0.9787796904953722,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,2.482285714285714,1049876.7853714286,1.6161234086966871,9.432685714285714,0.9706241240753105,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,2.7545714285714284,1165039.3747428572,1.793398455714176,10.467371428571427,1.0770933678878991,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,3.080857142857143,1303041.1345142857,2.0058308835147765,11.707257142857143,1.204677708322292,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,2.7437142857142858,1160447.3722285712,1.786329775980005,10.426114285714286,1.0728480045459492,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.8,2.938285714285714,1242740.8909714285,1.913007957531852,11.165485714285714,1.1489293844372113,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,2.503142857142857,1109717.7690367855,1.708239374921052,9.970330892857142,1.0259478565011526,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,2.482285714285714,1100471.1765085713,1.6940056716486818,9.887254285714285,1.017399266896703,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,2.7545714285714284,1221183.5419796428,1.8798237431359281,10.971802321428571,1.1289993476232865,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,3.080857142857143,1365835.7155032144,2.1024934573420513,12.271439107142857,1.2627320781476918,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,2.7437142857142858,1216370.2472389285,1.8724144181448312,10.928556964285715,1.1245493968702853,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.983125,2.938285714285714,1302629.5556185714,2.005197321274752,11.703559285714284,1.2042971985227546,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,2.503142857142857,1036595.6159203809,1.5956790964271175,9.31336019047619,0.9583455180095918,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,2.482285714285714,1027958.3051154286,1.5823832884098616,9.235757714285715,0.9503602169235628,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,2.7545714285714284,1140716.6228841906,1.7559573300597926,10.248842095238095,1.0546066817863797,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,3.080857142857143,1275837.2932849526,1.9639547650694684,11.462842476190477,1.1795274193239846,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,2.7437142857142858,1136220.4884925715,1.7490362245165634,10.208446285714286,1.0504499497142006,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.720666666666667,2.938285714285714,1216795.9495634285,1.8730697212254852,10.932381714285714,1.1249429639551012,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,2.503142857142857,1008791.6638032298,1.5528791998136187,9.063553788819876,0.9326404190441031,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,2.482285714285714,1000386.0261525466,1.539940016890848,8.988032795031057,0.9248693026658108,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,2.7545714285714284,1110119.8984963975,1.7088583912114026,9.973943850931677,1.0263196301796824,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,3.080857142857143,1241616.3121550311,1.911276841866254,11.155381863354037,1.1478896973579003,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,2.7437142857142858,1105744.3610891926,1.7021229261283164,9.934631552795032,1.0222743915170098,1.4775255542280632
IN,11-9199,11-9199,Indiana,2.5,11,Management,False,Management & Business,111302,3.6208695652173915,2.938285714285714,1184158.5972551552,1.822829550380465,10.639149316770187,1.094769326498066,1.4775255542280632
IN,13-0000,13-0000,Indiana,0.9,13,Business & Financial Operations,True,Management & Business,64037,3.9780578709698577,2.476408055021274,630847.3494192096,0.971092210930211,9.851294555010535,1.0136990076944428,0.8500862870038497
IN,13-1011,13-1011,Indiana,46.1,13,Business & Financial Operations,False,Management & Business,31733,3.7214285714285715,2.1931428571428575,258992.8299346939,0.39867952218219394,8.16162448979592,0.8398318211156096,0.4212531527943714
IN,13-1020,13-1020,Indiana,2.6,13,Business & Financial Operations,False,Management & Business,84983,3.9780578709698577,2.476408055021274,837192.5651684602,1.2887288499068057,9.851294555010535,1.0136990076944428,1.1281428381786804
IN,13-1031,13-1031,Indiana,6.7,13,Business & Financial Operations,False,Management & Business,112516,4.271481481481481,2.379714285714286,1143714.5075356613,1.7605721111744166,10.164905502645503,1.045969599609491,1.4936413115624585
IN,13-1032,13-1032,Indiana,41.1,13,Business & Financial Operations,False,Management & Business,68773,4.428571428571429,2.1719999999999997,661517.6622857142,1.0183044278934361,9.618857142857141,0.989781179155744,0.9129563255011284
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.1497142857142855,882325.4746114286,1.3582040040103072,9.276017142857143,0.954502915384695,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.7391428571428573,1124249.6444842857,1.7306089561997362,11.81940142857143,1.2162173644063095,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.454,1007216.0421900002,1.5504537733179866,10.589010000000002,1.0896099867409816,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.628285714285714,1078749.6067185714,1.660568664658535,11.341052857142857,1.1669952576586669,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.446,1003932.5343100001,1.5453993192892401,10.554490000000001,1.08605787594476,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.579142857142857,1058579.4868842857,1.6295198756248064,11.12900142857143,1.145175148481877,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.315,2.264,929232.7300399999,1.430410490135257,9.76916,1.005247355330718,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.1497142857142855,809420.9630716483,1.245978751160895,8.509561318681317,0.8756345489918246,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.7391428571428573,1031355.4987995605,1.5876127442024857,10.84279164835165,1.115724138913427,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.454,923992.1121507693,1.4223433670548815,9.714064615384617,0.9995780357909069,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.628285714285714,989615.0238298901,1.5233597198204512,10.403967912087912,1.070569140905874,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.446,920979.912926154,1.4177065508623636,9.682396923076924,0.996319427687269,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.579142857142857,971111.5143072528,1.4948764203521268,10.209437802197803,1.0505519768406701,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,3.9584615384615387,2.264,852452.3805661538,1.31221898248258,8.961956923076922,0.922186093329508,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.054444444444445,2.1497142857142855,829047.4203314286,1.2761906554998357,8.715897142857143,0.8968665220133262,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.054444444444445,2.7391428571428573,1056363.3198720636,1.6261084282664704,11.105702539682541,1.1427776909279317,1.2626974644895792
IN,13-1041,13-1041,Indiana,3.7,13,Business & Financial Operations,False,Management & Business,95119,4.054444444444445,2.454,946396.6365266668,1.4568316773110166,9.949606666666668,1.0238153319474295,1.2626974644895792
